employee_id,name,department,position,age,salary,years_experience,performance_score,bonus,hire_date,sale_id,product,region,quantity,unit_price,total_amount,sale_date,customer_rating,discount_percent
533,Employee_533,Marketing,Senior,31,75222.83,5,4.21,7865.06,2016-06-16,182,Headphones,South,6,1921.86,10707.84,2023-01-08 13:00:00,1,7.14
533,Employee_533,Marketing,Senior,31,75222.83,5,4.21,7865.06,2016-06-16,396,Tablet,Central,8,1379.5,8909.36,2023-01-17 11:00:00,4,19.27
533,Employee_533,Marketing,Senior,31,75222.83,5,4.21,7865.06,2016-06-16,661,Headphones,East,3,973.4,2238.04,2023-01-28 12:00:00,2,23.36
533,Employee_533,Marketing,Senior,31,75222.83,5,4.21,7865.06,2016-06-16,1627,Mouse,West,6,1646.72,7878.57,2023-03-09 18:00:00,1,20.26
534,Employee_534,Finance,Junior,36,,2,4.92,2437.08,2016-06-17,1937,Mouse,West,4,1959.35,6376.51,2023-03-22 16:00:00,4,18.64
535,Employee_535,HR,Senior,38,100312.59,10,3.42,3058.95,2016-06-18,1900,Phone,North,2,461.39,711.37,2023-03-21 03:00:00,1,22.91
536,Employee_536,Marketing,Junior,61,67624.08,16,3.01,4831.35,2016-06-19,519,Monitor,East,5,1548.08,7299.2,2023-01-22 14:00:00,1,5.7
537,Employee_537,Engineering,Junior,39,65428.66,31,4.51,631.83,2016-06-20,1037,Phone,East,1,1547.66,1323.87,2023-02-13 04:00:00,2,14.46
538,Employee_538,Engineering,Senior,30,94154.55,3,4.81,6111.42,2016-06-21,431,Laptop,South,9,1589.4,12786.88,2023-01-18 22:00:00,3,10.61
538,Employee_538,Engineering,Senior,30,94154.55,3,4.81,6111.42,2016-06-21,1728,Headphones,South,9,720.99,5272.89,2023-03-13 23:00:00,4,18.74
540,Employee_540,Marketing,VP,61,89811.82,16,2.78,3608.06,2016-06-23,82,Headphones,South,4,1500.54,5009.4,2023-01-04 09:00:00,4,16.54
540,Employee_540,Marketing,VP,61,89811.82,16,2.78,3608.06,2016-06-23,927,Laptop,North,5,233.73,1077.73,2023-02-08 14:00:00,1,7.78
540,Employee_540,Marketing,VP,61,89811.82,16,2.78,3608.06,2016-06-23,1449,Headphones,West,8,1104.79,6685.31,2023-03-02 08:00:00,5,24.36
540,Employee_540,Marketing,VP,61,89811.82,16,2.78,3608.06,2016-06-23,1904,Tablet,North,9,1220.92,9167.52,2023-03-21 07:00:00,5,16.57
541,Employee_541,HR,VP,35,,18,3.37,7528.47,2016-06-24,147,Tablet,West,8,1976.73,15783.79,2023-01-07 02:00:00,2,0.19
541,Employee_541,HR,VP,35,,18,3.37,7528.47,2016-06-24,531,Phone,South,9,561.52,4778.76,2023-01-23 02:00:00,4,5.44
541,Employee_541,HR,VP,35,,18,3.37,7528.47,2016-06-24,1535,Monitor,East,6,220.29,1009.15,2023-03-05 22:00:00,3,23.65
541,Employee_541,HR,VP,35,,18,3.37,7528.47,2016-06-24,1897,Monitor,West,1,1424.33,1107.7,2023-03-21 00:00:00,3,22.23
543,Employee_543,Finance,Junior,43,77189.41,31,1.78,1278.12,2016-06-26,368,Headphones,West,5,631.48,2751.36,2023-01-16 07:00:00,1,12.86
543,Employee_543,Finance,Junior,43,77189.41,31,1.78,1278.12,2016-06-26,627,Headphones,West,7,996.94,5915.04,2023-01-27 02:00:00,1,15.24
543,Employee_543,Finance,Junior,43,77189.41,31,1.78,1278.12,2016-06-26,1915,Laptop,East,1,1184.79,1145.22,2023-03-21 18:00:00,3,3.34
544,Employee_544,HR,Manager,51,96050.58,21,2.79,5822.37,2016-06-27,563,Headphones,West,9,555.05,4054.81,2023-01-24 10:00:00,3,18.83
545,Employee_545,Operations,Director,41,63542.56,5,4.32,2998.74,2016-06-28,681,Phone,East,4,1251.77,4408.23,2023-01-29 08:00:00,1,11.96
545,Employee_545,Operations,Director,41,63542.56,5,4.32,2998.74,2016-06-28,1994,Mouse,South,6,558.62,3119.45,2023-03-25 01:00:00,1,6.93
546,Employee_546,Sales,Senior,42,41667.79,34,3.62,344.03,2016-06-29,1029,Headphones,North,7,1394.21,9031.41,2023-02-12 20:00:00,3,7.46
546,Employee_546,Sales,Senior,42,41667.79,34,3.62,344.03,2016-06-29,1649,Tablet,East,9,199.98,1662.31,2023-03-10 16:00:00,1,7.64
546,Employee_546,Sales,Senior,42,41667.79,34,3.62,344.03,2016-06-29,1817,Headphones,South,9,1869.53,14202.63,2023-03-17 16:00:00,1,15.59
547,Employee_547,Finance,Junior,53,88804.74,21,2.64,6349.3,2016-06-30,254,Phone,West,3,1602.87,3651.66,2023-01-11 13:00:00,4,24.06
547,Employee_547,Finance,Junior,53,88804.74,21,2.64,6349.3,2016-06-30,388,Mouse,West,6,977.52,5031.69,2023-01-17 03:00:00,3,14.21
547,Employee_547,Finance,Junior,53,88804.74,21,2.64,6349.3,2016-06-30,988,Tablet,West,9,1782.44,15169.28,2023-02-11 03:00:00,3,5.44
547,Employee_547,Finance,Junior,53,88804.74,21,2.64,6349.3,2016-06-30,1032,Keyboard,West,5,1394.21,6892.97,2023-02-12 23:00:00,3,1.12
547,Employee_547,Finance,Junior,53,88804.74,21,2.64,6349.3,2016-06-30,1406,Keyboard,West,2,1969.29,3652.64,2023-02-28 13:00:00,5,7.26
549,Employee_549,Sales,Manager,56,60369.73,19,1.47,3447.7,2016-07-02,1394,Keyboard,South,9,1249.07,9158.56,2023-02-28 01:00:00,4,18.53
549,Employee_549,Sales,Manager,56,60369.73,19,1.47,3447.7,2016-07-02,1618,Laptop,North,6,860.34,4871.42,2023-03-09 09:00:00,3,5.63
550,Employee_550,Marketing,Senior,53,54536.09,21,2.61,3902.96,2016-07-03,57,Tablet,East,5,646.23,2696.39,2023-01-03 08:00:00,4,16.55
550,Employee_550,Marketing,Senior,53,54536.09,21,2.61,3902.96,2016-07-03,503,Laptop,North,8,689.8,4561.51,2023-01-21 22:00:00,4,17.34
550,Employee_550,Marketing,Senior,53,54536.09,21,2.61,3902.96,2016-07-03,1399,Laptop,Central,1,773.67,741.49,2023-02-28 06:00:00,5,4.16
550,Employee_550,Marketing,Senior,53,54536.09,21,2.61,3902.96,2016-07-03,1662,Monitor,Central,7,280.73,1630.45,2023-03-11 05:00:00,1,17.03
551,Employee_551,Engineering,Manager,51,54401.31,10,4.17,8910.22,2016-07-04,1941,Monitor,Central,7,534.67,2973.57,2023-03-22 20:00:00,5,20.55
552,Employee_552,Sales,Senior,60,60019.37,12,1.88,8136.09,2016-07-05,56,Laptop,East,9,1049.81,7785.39,2023-01-03 07:00:00,5,17.6
552,Employee_552,Sales,Senior,60,60019.37,12,1.88,8136.09,2016-07-05,1501,Laptop,West,5,907.65,3921.05,2023-03-04 12:00:00,2,13.6
553,Employee_553,Finance,Senior,33,99347.47,2,1.74,7149.53,2016-07-06,576,Phone,West,3,964.03,2836.85,2023-01-24 23:00:00,4,1.91
553,Employee_553,Finance,Senior,33,99347.47,2,1.74,7149.53,2016-07-06,741,Mouse,South,2,1730.93,2829.03,2023-01-31 20:00:00,1,18.28
553,Employee_553,Finance,Senior,33,99347.47,2,1.74,7149.53,2016-07-06,1295,Mouse,South,6,1155.0,6055.43,2023-02-23 22:00:00,3,12.62
553,Employee_553,Finance,Senior,33,99347.47,2,1.74,7149.53,2016-07-06,1710,Laptop,South,4,252.37,793.55,2023-03-13 05:00:00,2,21.39
554,Employee_554,Sales,Junior,62,91411.11,8,4.8,2487.97,2016-07-07,1334,Mouse,Central,3,402.5,1153.52,2023-02-25 13:00:00,3,4.47
554,Employee_554,Sales,Junior,62,91411.11,8,4.8,2487.97,2016-07-07,1641,Keyboard,South,2,197.18,337.57,2023-03-10 08:00:00,4,14.4
555,Employee_555,Sales,Manager,39,,11,1.84,9102.17,2016-07-08,286,Laptop,South,2,643.16,1130.55,2023-01-12 21:00:00,1,12.11
555,Employee_555,Sales,Manager,39,,11,1.84,9102.17,2016-07-08,1637,Tablet,East,8,1384.64,9482.01,2023-03-10 04:00:00,3,14.4
555,Employee_555,Sales,Manager,39,,11,1.84,9102.17,2016-07-08,1927,Headphones,West,9,279.47,2019.98,2023-03-22 06:00:00,3,19.69
557,Employee_557,Operations,VP,34,53754.06,13,4.88,6267.71,2016-07-10,1385,Laptop,East,6,1413.52,6672.95,2023-02-27 16:00:00,1,21.32
557,Employee_557,Operations,VP,34,53754.06,13,4.88,6267.71,2016-07-10,1462,Mouse,Central,2,311.88,524.58,2023-03-02 21:00:00,3,15.9
559,Employee_559,Marketing,Junior,29,92271.93,17,3.8,6437.2,2016-07-12,1189,Keyboard,North,5,333.86,1347.29,2023-02-19 12:00:00,1,19.29
559,Employee_559,Marketing,Junior,29,92271.93,17,3.8,6437.2,2016-07-12,1274,Tablet,South,8,753.57,5958.63,2023-02-23 01:00:00,1,1.16
560,Employee_560,Engineering,Junior,61,86592.86,8,4.41,2771.44,2016-07-13,151,Mouse,East,8,569.77,3456.0,2023-01-07 06:00:00,2,24.18
560,Employee_560,Engineering,Junior,61,86592.86,8,4.41,2771.44,2016-07-13,762,Tablet,North,3,457.05,1258.99,2023-02-01 17:00:00,4,8.18
560,Employee_560,Engineering,Junior,61,86592.86,8,4.41,2771.44,2016-07-13,892,Monitor,West,7,1290.88,7951.82,2023-02-07 03:00:00,2,12.0
560,Employee_560,Engineering,Junior,61,86592.86,8,4.41,2771.44,2016-07-13,1603,Tablet,West,2,1032.87,1986.21,2023-03-08 18:00:00,5,3.85
560,Employee_560,Engineering,Junior,61,86592.86,8,4.41,2771.44,2016-07-13,1987,Monitor,Central,1,1988.3,1681.11,2023-03-24 18:00:00,2,15.45
561,Employee_561,HR,Director,28,65794.73,22,1.46,4496.77,2016-07-14,427,Laptop,Central,2,1885.38,3603.72,2023-01-18 18:00:00,4,4.43
561,Employee_561,HR,Director,28,65794.73,22,1.46,4496.77,2016-07-14,547,Laptop,West,4,1794.6,5792.97,2023-01-23 18:00:00,3,19.3
561,Employee_561,HR,Director,28,65794.73,22,1.46,4496.77,2016-07-14,1676,Keyboard,North,7,893.77,4970.7,2023-03-11 19:00:00,3,20.55
561,Employee_561,HR,Director,28,65794.73,22,1.46,4496.77,2016-07-14,1736,Laptop,South,7,1716.82,11535.83,2023-03-14 07:00:00,3,4.01
562,Employee_562,Sales,VP,44,52290.78,9,3.82,3452.65,2016-07-15,1166,Mouse,South,7,434.71,2376.26,2023-02-18 13:00:00,3,21.91
563,Employee_563,Finance,Senior,53,104194.64,18,3.01,1727.57,2016-07-16,940,Headphones,Central,7,1636.02,10437.48,2023-02-09 03:00:00,1,8.86
563,Employee_563,Finance,Senior,53,104194.64,18,3.01,1727.57,2016-07-16,1594,Laptop,North,8,1978.08,15819.89,2023-03-08 09:00:00,2,0.03
564,Employee_564,Sales,Manager,32,40597.95,4,4.32,6219.81,2016-07-17,1815,Mouse,South,8,324.38,2091.08,2023-03-17 14:00:00,1,19.42
565,Employee_565,Finance,Junior,43,63031.48,22,,8819.76,2016-07-18,1395,Keyboard,North,3,1653.61,4564.96,2023-02-28 02:00:00,1,7.98
565,Employee_565,Finance,Junior,43,63031.48,22,,8819.76,2016-07-18,1647,Phone,Central,6,317.57,1685.34,2023-03-10 14:00:00,2,11.55
566,Employee_566,Marketing,Manager,43,,29,3.48,9590.84,2016-07-19,19,Headphones,South,8,386.28,3063.66,2023-01-01 18:00:00,3,0.86
566,Employee_566,Marketing,Manager,43,,29,3.48,9590.84,2016-07-19,249,Headphones,North,5,370.22,1732.44,2023-01-11 08:00:00,2,6.41
566,Employee_566,Marketing,Manager,43,,29,3.48,9590.84,2016-07-19,1072,Tablet,North,5,1779.52,8522.12,2023-02-14 15:00:00,2,4.22
566,Employee_566,Marketing,Manager,43,,29,3.48,9590.84,2016-07-19,1178,Laptop,South,4,1799.73,6252.98,2023-02-19 01:00:00,1,13.14
567,Employee_567,Finance,Manager,64,111043.3,24,2.91,1923.46,2016-07-20,139,Monitor,West,7,500.72,2713.25,2023-01-06 18:00:00,3,22.59
567,Employee_567,Finance,Manager,64,111043.3,24,2.91,1923.46,2016-07-20,1484,Laptop,Central,1,1781.76,1434.49,2023-03-03 19:00:00,1,19.49
568,Employee_568,HR,Director,46,82662.0,27,2.91,7173.73,2016-07-21,230,Phone,Central,9,232.76,1703.31,2023-01-10 13:00:00,3,18.69
568,Employee_568,HR,Director,46,82662.0,27,2.91,7173.73,2016-07-21,1104,Headphones,West,3,691.22,1753.28,2023-02-15 23:00:00,5,15.45
569,Employee_569,Engineering,VP,43,84606.09,33,4.07,6643.39,2016-07-22,133,Mouse,East,7,1234.34,6907.98,2023-01-06 12:00:00,2,20.05
569,Employee_569,Engineering,VP,43,84606.09,33,4.07,6643.39,2016-07-22,695,Mouse,West,7,1088.18,5891.19,2023-01-29 22:00:00,1,22.66
569,Employee_569,Engineering,VP,43,84606.09,33,4.07,6643.39,2016-07-22,1695,Monitor,Central,7,931.58,5981.12,2023-03-12 14:00:00,3,8.28
570,Employee_570,Finance,Junior,49,63612.33,24,3.51,3433.78,2016-07-23,1026,Keyboard,North,1,1159.49,929.8,2023-02-12 17:00:00,4,19.81
570,Employee_570,Finance,Junior,49,63612.33,24,3.51,3433.78,2016-07-23,1108,Mouse,Central,6,1590.71,8572.65,2023-02-16 03:00:00,3,10.18
570,Employee_570,Finance,Junior,49,63612.33,24,3.51,3433.78,2016-07-23,1218,Laptop,West,3,1987.05,4635.99,2023-02-20 17:00:00,5,22.23
571,Employee_571,Finance,Manager,50,86369.6,9,3.53,190.99,2016-07-24,80,Headphones,South,9,1732.9,11862.39,2023-01-04 07:00:00,2,23.94
571,Employee_571,Finance,Manager,50,86369.6,9,3.53,190.99,2016-07-24,1107,Phone,South,6,1906.51,10561.68,2023-02-16 02:00:00,3,7.67
571,Employee_571,Finance,Manager,50,86369.6,9,3.53,190.99,2016-07-24,1299,Keyboard,Central,5,1533.57,5975.56,2023-02-24 02:00:00,5,22.07
572,Employee_572,Engineering,Junior,34,,13,2.8,6897.91,2016-07-25,1588,Phone,West,9,750.26,5742.19,2023-03-08 03:00:00,4,14.96
572,Employee_572,Engineering,Junior,34,,13,2.8,6897.91,2016-07-25,1816,Laptop,South,2,1893.06,3041.01,2023-03-17 15:00:00,2,19.68
572,Employee_572,Engineering,Junior,34,,13,2.8,6897.91,2016-07-25,1861,Headphones,West,5,472.53,1923.67,2023-03-19 12:00:00,5,18.58
573,Employee_573,HR,Senior,39,43230.71,29,3.12,9454.95,2016-07-26,870,Monitor,West,3,744.68,1742.55,2023-02-06 05:00:00,2,22.0
573,Employee_573,HR,Senior,39,43230.71,29,3.12,9454.95,2016-07-26,1157,Keyboard,East,6,1131.43,5732.96,2023-02-18 04:00:00,5,15.55
573,Employee_573,HR,Senior,39,43230.71,29,3.12,9454.95,2016-07-26,1556,Headphones,North,3,1942.92,5661.47,2023-03-06 19:00:00,2,2.87
574,Employee_574,Sales,Director,23,90858.7,24,3.98,6321.2,2016-07-27,275,Mouse,East,4,1118.09,3463.84,2023-01-12 10:00:00,4,22.55
574,Employee_574,Sales,Director,23,90858.7,24,3.98,6321.2,2016-07-27,1242,Mouse,North,8,811.87,5961.72,2023-02-21 17:00:00,2,8.21
574,Employee_574,Sales,Director,23,90858.7,24,3.98,6321.2,2016-07-27,1615,Mouse,West,8,291.99,2299.48,2023-03-09 06:00:00,2,1.56
575,Employee_575,Finance,Senior,50,94407.87,13,4.3,4352.93,2016-07-28,1220,Tablet,East,4,1731.39,6209.46,2023-02-20 19:00:00,1,10.34
575,Employee_575,Finance,Senior,50,94407.87,13,4.3,4352.93,2016-07-28,1684,Keyboard,Central,6,1685.82,8949.68,2023-03-12 03:00:00,3,11.52
577,Employee_577,Marketing,Junior,36,75666.56,33,4.7,1996.29,2016-07-30,1322,Tablet,West,7,703.81,4100.47,2023-02-25 01:00:00,2,16.77
578,Employee_578,Engineering,VP,48,55876.46,9,4.28,7505.44,2016-07-31,102,Tablet,North,1,1463.03,1196.32,2023-01-05 05:00:00,1,18.23
578,Employee_578,Engineering,VP,48,55876.46,9,4.28,7505.44,2016-07-31,165,Phone,East,9,1764.04,14093.44,2023-01-07 20:00:00,3,11.23
578,Employee_578,Engineering,VP,48,55876.46,9,4.28,7505.44,2016-07-31,723,Headphones,East,5,1219.39,5156.19,2023-01-31 02:00:00,5,15.43
578,Employee_578,Engineering,VP,48,55876.46,9,4.28,7505.44,2016-07-31,737,Laptop,West,8,201.1,1292.03,2023-01-31 16:00:00,1,19.69
579,Employee_579,Marketing,Manager,52,28816.33,34,3.25,7464.2,2016-08-01,1911,Mouse,Central,5,632.25,2562.83,2023-03-21 14:00:00,2,18.93
579,Employee_579,Marketing,Manager,52,28816.33,34,3.25,7464.2,2016-08-01,1955,Headphones,North,3,311.3,707.99,2023-03-23 10:00:00,4,24.19
580,Employee_580,HR,Manager,36,78141.07,10,3.69,1455.17,2016-08-02,926,Keyboard,South,6,552.85,3175.46,2023-02-08 13:00:00,3,4.27
581,Employee_581,Sales,Senior,44,96638.84,10,4.71,8779.78,2016-08-03,1245,Monitor,East,8,724.7,4476.33,2023-02-21 20:00:00,3,22.79
582,Employee_582,Engineering,Director,45,94910.65,20,3.48,2691.9,2016-08-04,901,Tablet,West,6,1525.37,8457.57,2023-02-07 12:00:00,4,7.59
583,Employee_583,Operations,Manager,34,91321.46,20,4.3,9822.56,2016-08-05,159,Monitor,East,2,122.49,204.48,2023-01-07 14:00:00,1,16.53
583,Employee_583,Operations,Manager,34,91321.46,20,4.3,9822.56,2016-08-05,247,Keyboard,North,7,490.67,2764.58,2023-01-11 06:00:00,2,19.51
583,Employee_583,Operations,Manager,34,91321.46,20,4.3,9822.56,2016-08-05,958,Tablet,North,2,1919.55,3408.74,2023-02-09 21:00:00,1,11.21
583,Employee_583,Operations,Manager,34,91321.46,20,4.3,9822.56,2016-08-05,1049,Headphones,Central,4,214.01,743.39,2023-02-13 16:00:00,2,13.16
583,Employee_583,Operations,Manager,34,91321.46,20,4.3,9822.56,2016-08-05,1319,Tablet,North,2,1088.08,2168.98,2023-02-24 22:00:00,1,0.33
584,Employee_584,Finance,VP,43,73515.78,21,3.76,3829.03,2016-08-06,798,Mouse,East,5,799.6,3981.61,2023-02-03 05:00:00,5,0.41
584,Employee_584,Finance,VP,43,73515.78,21,3.76,3829.03,2016-08-06,1254,Mouse,Central,8,755.1,5847.49,2023-02-22 05:00:00,1,3.2
584,Employee_584,Finance,VP,43,73515.78,21,3.76,3829.03,2016-08-06,1277,Monitor,Central,1,1071.2,1045.71,2023-02-23 04:00:00,2,2.38
584,Employee_584,Finance,VP,43,73515.78,21,3.76,3829.03,2016-08-06,1797,Phone,West,8,1747.14,12052.47,2023-03-16 20:00:00,4,13.77
585,Employee_585,HR,Senior,64,96749.28,6,3.21,1778.84,2016-08-07,823,Tablet,South,3,1206.26,3213.48,2023-02-04 06:00:00,5,11.2
586,Employee_586,Engineering,Senior,58,93483.24,16,1.97,3517.2,2016-08-08,1115,Keyboard,South,9,1926.05,15737.95,2023-02-16 10:00:00,1,9.21
586,Employee_586,Engineering,Senior,58,93483.24,16,1.97,3517.2,2016-08-08,1287,Monitor,Central,9,691.67,5942.41,2023-02-23 14:00:00,5,4.54
586,Employee_586,Engineering,Senior,58,93483.24,16,1.97,3517.2,2016-08-08,1916,Mouse,Central,8,1582.93,10219.4,2023-03-21 19:00:00,1,19.3
587,Employee_587,Finance,VP,54,66547.33,1,2.7,4401.8,2016-08-09,60,Tablet,North,4,1290.87,3956.26,2023-01-03 11:00:00,3,23.38
588,Employee_588,Engineering,Director,24,,11,4.87,693.08,2016-08-10,107,Tablet,West,9,551.95,4818.52,2023-01-05 10:00:00,5,3.0
588,Employee_588,Engineering,Director,24,,11,4.87,693.08,2016-08-10,689,Phone,East,4,232.31,719.23,2023-01-29 16:00:00,5,22.6
588,Employee_588,Engineering,Director,24,,11,4.87,693.08,2016-08-10,1553,Keyboard,West,1,616.08,468.71,2023-03-06 16:00:00,2,23.92
589,Employee_589,Marketing,VP,40,64280.82,17,3.63,5782.18,2016-08-11,553,Tablet,Central,8,822.09,5154.18,2023-01-24 00:00:00,3,21.63
589,Employee_589,Marketing,VP,40,64280.82,17,3.63,5782.18,2016-08-11,1343,Phone,East,5,1875.15,9123.54,2023-02-25 22:00:00,4,2.69
589,Employee_589,Marketing,VP,40,64280.82,17,3.63,5782.18,2016-08-11,1435,Laptop,North,4,1910.75,6148.03,2023-03-01 18:00:00,1,19.56
590,Employee_590,Engineering,Director,44,,10,3.26,5976.32,2016-08-12,10,Monitor,West,7,1447.92,9305.35,2023-01-01 09:00:00,4,8.19
590,Employee_590,Engineering,Director,44,,10,3.26,5976.32,2016-08-12,615,Laptop,East,1,1255.18,1224.18,2023-01-26 14:00:00,5,2.47
591,Employee_591,Operations,VP,50,49017.67,15,4.73,7389.3,2016-08-13,464,Keyboard,West,7,1584.76,10921.37,2023-01-20 07:00:00,2,1.55
592,Employee_592,Engineering,VP,51,50555.76,17,3.35,291.7,2016-08-14,125,Laptop,South,2,1287.18,2148.3,2023-01-06 04:00:00,2,16.55
592,Employee_592,Engineering,VP,51,50555.76,17,3.35,291.7,2016-08-14,323,Mouse,West,1,663.64,558.45,2023-01-14 10:00:00,4,15.85
592,Employee_592,Engineering,VP,51,50555.76,17,3.35,291.7,2016-08-14,1307,Phone,East,8,1456.88,10566.46,2023-02-24 10:00:00,2,9.34
592,Employee_592,Engineering,VP,51,50555.76,17,3.35,291.7,2016-08-14,1476,Tablet,East,5,1868.23,7158.12,2023-03-03 11:00:00,1,23.37
593,Employee_593,Engineering,Junior,60,96164.14,34,3.1,5412.38,2016-08-15,913,Monitor,North,8,655.87,4861.31,2023-02-08 00:00:00,5,7.35
593,Employee_593,Engineering,Junior,60,96164.14,34,3.1,5412.38,2016-08-15,1065,Mouse,Central,7,1761.99,12269.79,2023-02-14 08:00:00,3,0.52
594,Employee_594,Operations,Senior,46,93751.2,25,4.04,529.07,2016-08-16,1205,Monitor,South,9,1493.59,13236.64,2023-02-20 04:00:00,3,1.53
594,Employee_594,Operations,Senior,46,93751.2,25,4.04,529.07,2016-08-16,1729,Mouse,West,5,1981.42,8030.7,2023-03-14 00:00:00,4,18.94
595,Employee_595,HR,VP,58,87672.23,15,3.85,7011.44,2016-08-17,693,Headphones,North,1,202.31,182.36,2023-01-29 20:00:00,4,9.86
595,Employee_595,HR,VP,58,87672.23,15,3.85,7011.44,2016-08-17,1367,Tablet,East,9,1783.97,14769.67,2023-02-26 22:00:00,2,8.01
595,Employee_595,HR,VP,58,87672.23,15,3.85,7011.44,2016-08-17,1730,Mouse,West,3,779.82,1957.89,2023-03-14 01:00:00,3,16.31
596,Employee_596,Engineering,VP,29,76759.38,5,1.77,557.28,2016-08-18,263,Keyboard,North,6,960.63,4539.55,2023-01-11 22:00:00,1,21.24
596,Employee_596,Engineering,VP,29,76759.38,5,1.77,557.28,2016-08-18,1648,Monitor,South,9,363.01,3116.15,2023-03-10 15:00:00,3,4.62
597,Employee_597,Operations,Manager,63,,11,2.89,9117.28,2016-08-19,832,Keyboard,North,3,937.12,2798.15,2023-02-04 15:00:00,1,0.47
598,Employee_598,Finance,Senior,37,73502.48,12,,7020.83,2016-08-20,1966,Headphones,South,4,842.75,3157.62,2023-03-23 21:00:00,4,6.33
599,Employee_599,Marketing,Manager,29,84083.66,3,2.51,5073.9,2016-08-21,12,Keyboard,West,1,1919.46,1488.93,2023-01-01 11:00:00,4,22.43
599,Employee_599,Marketing,Manager,29,84083.66,3,2.51,5073.9,2016-08-21,1788,Mouse,East,5,89.38,434.52,2023-03-16 11:00:00,1,2.77
599,Employee_599,Marketing,Manager,29,84083.66,3,2.51,5073.9,2016-08-21,1923,Tablet,North,9,687.17,5810.37,2023-03-22 02:00:00,4,6.05
600,Employee_600,Marketing,Senior,22,64305.34,38,3.07,4415.04,2016-08-22,410,Phone,Central,1,1391.16,1105.97,2023-01-18 01:00:00,4,20.5
600,Employee_600,Marketing,Senior,22,64305.34,38,3.07,4415.04,2016-08-22,1169,Tablet,West,2,1360.31,2087.53,2023-02-18 16:00:00,4,23.27
601,Employee_601,Engineering,Manager,26,60750.12,1,2.65,1306.73,2016-08-23,1216,Keyboard,West,5,469.0,2268.08,2023-02-20 15:00:00,4,3.28
602,Employee_602,HR,VP,24,103888.41,25,1.8,2909.99,2016-08-24,79,Tablet,West,3,1044.29,2873.16,2023-01-04 06:00:00,3,8.29
602,Employee_602,HR,VP,24,103888.41,25,1.8,2909.99,2016-08-24,1410,Monitor,South,3,1094.48,3184.94,2023-02-28 17:00:00,1,3.0
603,Employee_603,HR,VP,22,73794.22,26,2.65,8689.59,2016-08-25,11,Monitor,Central,5,1183.31,5360.39,2023-01-01 10:00:00,5,9.4
603,Employee_603,HR,VP,22,73794.22,26,2.65,8689.59,2016-08-25,1974,Tablet,Central,2,730.28,1368.4,2023-03-24 05:00:00,1,6.31
604,Employee_604,Finance,Junior,25,84095.9,26,1.29,9044.53,2016-08-26,415,Headphones,South,9,1797.23,14821.22,2023-01-18 06:00:00,1,8.37
604,Employee_604,Finance,Junior,25,84095.9,26,1.29,9044.53,2016-08-26,701,Laptop,South,3,1928.25,5262.39,2023-01-30 04:00:00,1,9.03
604,Employee_604,Finance,Junior,25,84095.9,26,1.29,9044.53,2016-08-26,1355,Mouse,North,5,1052.23,4944.95,2023-02-26 10:00:00,5,6.01
604,Employee_604,Finance,Junior,25,84095.9,26,1.29,9044.53,2016-08-26,1643,Tablet,West,8,1097.9,6607.6,2023-03-10 10:00:00,3,24.77
605,Employee_605,Engineering,Manager,61,90482.63,14,3.3,7.48,2016-08-27,524,Mouse,South,8,1159.1,7144.69,2023-01-22 19:00:00,4,22.95
605,Employee_605,Engineering,Manager,61,90482.63,14,3.3,7.48,2016-08-27,1052,Monitor,West,3,1324.45,3621.31,2023-02-13 19:00:00,2,8.86
605,Employee_605,Engineering,Manager,61,90482.63,14,3.3,7.48,2016-08-27,1528,Monitor,Central,6,1914.64,8783.6,2023-03-05 15:00:00,3,23.54
607,Employee_607,HR,Junior,53,,6,3.9,7193.01,2016-08-29,23,Laptop,West,1,1102.04,1016.08,2023-01-01 22:00:00,4,7.8
607,Employee_607,HR,Junior,53,,6,3.9,7193.01,2016-08-29,75,Laptop,West,8,686.06,5214.6,2023-01-04 02:00:00,2,4.99
607,Employee_607,HR,Junior,53,,6,3.9,7193.01,2016-08-29,685,Headphones,Central,9,887.22,6311.33,2023-01-29 12:00:00,4,20.96
608,Employee_608,Engineering,Manager,63,101392.89,39,2.44,6187.47,2016-08-30,1424,Phone,West,7,1541.83,10575.87,2023-03-01 07:00:00,4,2.01
609,Employee_609,HR,Manager,55,111384.46,11,1.35,816.8,2016-08-31,399,Monitor,Central,7,52.77,332.04,2023-01-17 14:00:00,4,10.11
609,Employee_609,HR,Manager,55,111384.46,11,1.35,816.8,2016-08-31,1494,Monitor,West,7,1124.34,7154.18,2023-03-04 05:00:00,2,9.1
610,Employee_610,Operations,Junior,64,75798.73,12,1.81,2177.25,2016-09-01,1333,Keyboard,East,3,1965.97,4534.31,2023-02-25 12:00:00,4,23.12
612,Employee_612,Marketing,Manager,31,80380.48,16,1.83,8317.25,2016-09-03,846,Laptop,North,9,1795.31,13769.67,2023-02-05 05:00:00,5,14.78
612,Employee_612,Marketing,Manager,31,80380.48,16,1.83,8317.25,2016-09-03,1733,Headphones,East,9,1597.02,13188.83,2023-03-14 04:00:00,2,8.24
613,Employee_613,Sales,VP,42,79872.74,35,3.18,4631.99,2016-09-04,1981,Tablet,North,1,251.91,245.23,2023-03-24 12:00:00,4,2.65
614,Employee_614,Finance,Junior,60,102735.16,20,1.93,4868.28,2016-09-05,1751,Phone,South,1,411.88,392.44,2023-03-14 22:00:00,3,4.72
