employee_id,name,department,position,age,salary,years_experience,performance_score,bonus,hire_date
692,Employee_692,HR,VP,36,84949.71,18,3.04,5674.43,2016-11-22
693,Employee_693,Operations,VP,27,67292.33,30,2.72,3770.08,2016-11-23
694,Employee_694,Engineering,Manager,35,83409.05,31,1.22,9649.29,2016-11-24
695,Employee_695,HR,Director,32,57712.18,1,1.09,2735.42,2016-11-25
696,Employee_696,Engineering,Senior,60,72181.44,9,2.43,3996.58,2016-11-26
697,Employee_697,Engineering,Director,30,81330.81,1,2.33,9828.6,2016-11-27
698,Employee_698,Engineering,Manager,47,78793.22,1,2.55,5364.7,2016-11-28
699,Employee_699,Operations,Manager,37,42890.7,23,1.55,5026.3,2016-11-29
700,Employee_700,Finance,Manager,26,66219.88,16,3.95,2577.78,2016-11-30
701,Employee_701,Operations,Junior,31,108549.26,31,4.43,7013.64,2016-12-01
702,Employee_702,Sales,Director,24,65151.08,15,4.75,143.73,2016-12-02
703,Employee_703,HR,Director,34,75316.15,15,2.97,495.13,2016-12-03
704,Employee_704,Finance,VP,64,73264.88,38,,5993.59,2016-12-04
705,Employee_705,Finance,VP,51,106364.8,30,4.42,3416.75,2016-12-05
706,Employee_706,Finance,VP,27,100807.36,23,2.67,9533.16,2016-12-06
707,Employee_707,Finance,Manager,38,91150.62,0,2.24,9031.91,2016-12-07
708,Employee_708,Operations,Director,40,55535.15,10,4.75,7137.06,2016-12-08
709,Employee_709,Finance,Manager,63,82183.66,20,3.06,8181.46,2016-12-09
710,Employee_710,Marketing,Junior,56,86358.83,3,2.99,6673.32,2016-12-10
711,Employee_711,HR,VP,47,61027.9,6,1.71,1255.82,2016-12-11
712,Employee_712,Finance,Manager,26,57589.66,25,1.43,7655.43,2016-12-12
713,Employee_713,HR,Manager,50,109100.28,11,4.37,2101.92,2016-12-13
714,Employee_714,Marketing,Junior,58,,30,3.46,3234.43,2016-12-14
715,Employee_715,Marketing,Senior,41,107299.54,16,,8192.34,2016-12-15
716,Employee_716,HR,Director,42,94941.88,32,1.77,5365.26,2016-12-16
717,Employee_717,Engineering,Senior,31,83157.54,10,3.22,8599.41,2016-12-17
718,Employee_718,Sales,VP,26,84050.63,27,3.34,2130.35,2016-12-18
719,Employee_719,Engineering,Manager,57,46991.61,31,1.83,6077.78,2016-12-19
720,Employee_720,Engineering,Junior,27,79135.5,0,4.41,837.91,2016-12-20
721,Employee_721,Operations,Junior,47,103340.41,27,1.34,6430.61,2016-12-21
722,Employee_722,Engineering,Director,25,88626.79,6,2.42,7625.34,2016-12-22
723,Employee_723,Finance,Senior,60,78086.73,1,3.72,5849.31,2016-12-23
724,Employee_724,Operations,Director,60,109238.74,23,2.1,2662.32,2016-12-24
725,Employee_725,Operations,Manager,56,71299.19,3,4.31,313.43,2016-12-25
726,Employee_726,Marketing,Director,22,62608.89,18,3.96,1194.49,2016-12-26
727,Employee_727,Engineering,Junior,45,78076.64,25,4.16,6223.03,2016-12-27
728,Employee_728,Marketing,Junior,57,90329.35,10,1.48,9344.2,2016-12-28
729,Employee_729,HR,VP,27,40644.12,39,,2065.34,2016-12-29
730,Employee_730,Sales,VP,62,80697.37,10,2.15,7350.26,2016-12-30
731,Employee_731,Operations,Manager,52,91206.9,2,3.07,8664.51,2016-12-31
732,Employee_732,HR,Senior,41,69607.17,11,3.99,5208.82,2017-01-01
733,Employee_733,HR,Director,45,97139.3,2,4.35,6692.66,2017-01-02
734,Employee_734,Finance,Manager,46,87823.73,26,3.82,8150.15,2017-01-03
735,Employee_735,Sales,VP,57,117827.66,1,4.71,2606.75,2017-01-04
736,Employee_736,HR,Director,42,59987.94,15,3.95,2968.96,2017-01-05
737,Employee_737,HR,VP,51,91614.2,1,2.23,6.28,2017-01-06
738,Employee_738,Sales,Director,45,54653.52,29,2.06,9630.94,2017-01-07
739,Employee_739,Sales,Senior,63,42692.67,19,3.78,9175.45,2017-01-08
740,Employee_740,HR,Manager,51,34289.38,37,1.77,7645.68,2017-01-09
741,Employee_741,Sales,Director,43,85766.48,27,1.37,790.76,2017-01-10
742,Employee_742,HR,Junior,49,78684.96,24,3.13,4475.03,2017-01-11
743,Employee_743,HR,Junior,28,65418.98,31,4.29,1018.92,2017-01-12
744,Employee_744,Finance,Director,56,39529.91,9,,159.2,2017-01-13
745,Employee_745,Engineering,Director,49,61192.27,39,4.17,6161.83,2017-01-14
746,Employee_746,HR,Director,35,,32,4.25,9608.29,2017-01-15
747,Employee_747,Marketing,Junior,31,90863.39,12,2.93,9028.68,2017-01-16
748,Employee_748,Operations,Junior,37,74669.28,36,1.23,6967.55,2017-01-17
749,Employee_749,Engineering,Director,37,80041.21,15,1.7,966.41,2017-01-18
750,Employee_750,Engineering,VP,52,67477.35,21,3.83,2741.64,2017-01-19
751,Employee_751,Engineering,VP,63,109984.48,19,3.85,3200.57,2017-01-20
752,Employee_752,Finance,Senior,46,54635.01,26,4.59,7631.5,2017-01-21
753,Employee_753,HR,Manager,34,61015.24,15,3.33,8022.49,2017-01-22
754,Employee_754,Finance,VP,27,65152.84,33,1.5,3851.06,2017-01-23
755,Employee_755,HR,Junior,30,85854.09,31,1.49,4178.84,2017-01-24
756,Employee_756,Finance,VP,57,54222.8,25,3.88,445.09,2017-01-25
757,Employee_757,Finance,Senior,64,77714.37,24,1.74,2891.37,2017-01-26
758,Employee_758,Operations,Senior,41,78298.2,1,2.31,4512.85,2017-01-27
759,Employee_759,Marketing,Manager,39,61112.84,11,2.95,1169.83,2017-01-28
760,Employee_760,Finance,VP,64,81599.59,39,1.1,4532.67,2017-01-29
761,Employee_761,Operations,Junior,42,54843.72,8,2.0,8531.76,2017-01-30
762,Employee_762,Sales,Junior,25,52658.52,11,2.63,5813.21,2017-01-31
763,Employee_763,Marketing,Director,54,76992.12,25,2.12,789.3,2017-02-01
764,Employee_764,Finance,Junior,48,41804.89,8,1.55,1916.71,2017-02-02
765,Employee_765,Engineering,Manager,28,,9,3.91,4745.44,2017-02-03
766,Employee_766,Sales,Manager,27,85656.67,31,4.25,3614.87,2017-02-04
767,Employee_767,Sales,Junior,36,95979.4,33,2.03,3587.27,2017-02-05
768,Employee_768,Operations,Junior,39,65663.94,19,4.1,5292.67,2017-02-06
769,Employee_769,Sales,Director,53,61638.59,38,2.54,5843.96,2017-02-07
770,Employee_770,Marketing,Junior,32,95110.7,1,3.03,7968.62,2017-02-08
771,Employee_771,Finance,Director,41,52089.24,0,4.42,3409.67,2017-02-09
772,Employee_772,Finance,Director,45,47732.55,35,4.0,8054.66,2017-02-10
773,Employee_773,Engineering,Junior,36,89152.73,23,4.22,3386.11,2017-02-11
774,Employee_774,Operations,Senior,28,75180.76,26,1.55,554.33,2017-02-12
775,Employee_775,Engineering,Senior,42,96297.53,1,1.28,5541.88,2017-02-13
776,Employee_776,Sales,Director,63,32194.68,30,4.57,5879.02,2017-02-14
777,Employee_777,Engineering,Junior,47,46986.52,13,2.55,9345.4,2017-02-15
778,Employee_778,Marketing,Senior,35,75286.64,1,2.15,7260.61,2017-02-16
779,Employee_779,Finance,Junior,58,,28,3.9,9177.73,2017-02-17
780,Employee_780,Sales,Junior,42,91939.94,14,4.35,9083.47,2017-02-18
781,Employee_781,Engineering,Junior,39,78496.36,11,4.45,6045.74,2017-02-19
782,Employee_782,Operations,VP,26,78293.1,36,2.26,5277.62,2017-02-20
783,Employee_783,Marketing,Junior,24,67211.97,27,4.41,5574.41,2017-02-21
784,Employee_784,Marketing,VP,44,106818.1,19,1.16,9783.31,2017-02-22
785,Employee_785,Engineering,Director,47,52939.53,38,1.2,7731.68,2017-02-23
786,Employee_786,Finance,Senior,58,82180.4,23,3.49,1062.66,2017-02-24
787,Employee_787,Engineering,Senior,45,55243.82,20,1.25,7784.28,2017-02-25
788,Employee_788,Sales,Senior,40,85695.57,9,2.3,1705.38,2017-02-26
789,Employee_789,Engineering,Senior,46,54259.65,13,3.69,4473.51,2017-02-27
790,Employee_790,Marketing,Senior,42,89876.31,36,2.35,2104.6,2017-02-28
791,Employee_791,Engineering,Senior,33,77242.1,17,1.72,6895.83,2017-03-01
792,Employee_792,Finance,Senior,62,109892.78,23,2.13,8773.1,2017-03-02
793,Employee_793,Operations,Director,54,69379.61,13,2.83,2903.62,2017-03-03
794,Employee_794,HR,Junior,25,83499.32,33,2.9,820.11,2017-03-04
795,Employee_795,Engineering,Manager,63,,11,4.13,2984.93,2017-03-05
796,Employee_796,Finance,VP,28,69242.14,21,4.0,6723.62,2017-03-06
797,Employee_797,Finance,Manager,43,,5,2.83,3287.6,2017-03-07
798,Employee_798,Operations,Manager,54,44455.6,35,,2781.12,2017-03-08
799,Employee_799,Marketing,Junior,38,46647.52,35,1.46,1844.35,2017-03-09
800,Employee_800,Finance,Junior,45,86997.19,21,2.02,4975.16,2017-03-10
801,Employee_801,Finance,Junior,55,72078.26,13,4.31,2759.49,2017-03-11
802,Employee_802,Finance,Senior,49,,15,2.51,7310.1,2017-03-12
803,Employee_803,Finance,Director,64,60260.28,35,4.92,766.22,2017-03-13
804,Employee_804,Sales,Senior,62,61030.22,24,2.87,6640.33,2017-03-14
805,Employee_805,Sales,Director,60,77251.01,31,4.17,2375.6,2017-03-15
806,Employee_806,Marketing,Director,43,83900.72,32,2.61,4892.79,2017-03-16
807,Employee_807,Engineering,Manager,38,33157.86,35,2.7,2860.9,2017-03-17
808,Employee_808,Finance,Manager,55,103256.68,19,2.53,7227.69,2017-03-18
809,Employee_809,Operations,Director,27,101834.02,17,3.88,9453.07,2017-03-19
810,Employee_810,Engineering,Director,27,28386.9,37,3.19,9170.77,2017-03-20
811,Employee_811,Operations,Senior,55,96718.53,2,4.78,5834.26,2017-03-21
812,Employee_812,Engineering,Senior,22,96104.38,22,2.0,4626.1,2017-03-22
813,Employee_813,Marketing,Manager,31,75008.91,31,1.4,8183.01,2017-03-23
814,Employee_814,Finance,Junior,42,49056.63,15,2.57,6833.26,2017-03-24
815,Employee_815,Finance,Director,26,95304.56,4,3.47,1835.64,2017-03-25
816,Employee_816,HR,Senior,23,70175.38,3,4.44,8209.19,2017-03-26
817,Employee_817,Operations,Manager,43,,20,2.38,4288.84,2017-03-27
818,Employee_818,Engineering,Senior,23,119384.03,39,3.62,1889.86,2017-03-28
819,Employee_819,Engineering,Director,31,80036.74,13,2.4,2817.97,2017-03-29
820,Employee_820,Sales,Director,55,56662.31,38,3.47,2675.27,2017-03-30
821,Employee_821,HR,VP,37,68285.38,30,4.54,5192.07,2017-03-31
822,Employee_822,Sales,Junior,60,59211.09,13,1.93,2343.7,2017-04-01
823,Employee_823,Sales,VP,43,83669.79,5,2.62,1235.66,2017-04-02
824,Employee_824,Sales,Manager,33,58878.65,11,4.97,1236.91,2017-04-03
825,Employee_825,Operations,Senior,45,65542.97,15,4.47,5832.76,2017-04-04
826,Employee_826,Operations,Manager,61,49311.39,16,3.26,7347.59,2017-04-05
827,Employee_827,Marketing,Director,59,72358.26,22,3.07,3215.33,2017-04-06
828,Employee_828,Marketing,VP,31,78535.1,13,2.14,346.51,2017-04-07
829,Employee_829,Sales,VP,56,21304.24,6,3.07,1272.25,2017-04-08
830,Employee_830,HR,VP,53,80191.47,31,4.39,9146.95,2017-04-09
831,Employee_831,Engineering,Manager,28,74086.0,14,3.74,4935.44,2017-04-10
832,Employee_832,Operations,Director,42,59700.16,16,2.16,4535.73,2017-04-11
833,Employee_833,HR,Senior,41,115572.58,33,1.81,380.49,2017-04-12
834,Employee_834,Finance,Senior,47,94169.53,4,2.06,7286.37,2017-04-13
835,Employee_835,Operations,Manager,25,53071.95,26,1.68,5280.68,2017-04-14
836,Employee_836,Operations,VP,43,91764.74,22,1.38,2020.81,2017-04-15
837,Employee_837,Marketing,Junior,36,99889.96,39,2.68,1100.74,2017-04-16
838,Employee_838,Engineering,Manager,61,77640.42,13,1.45,3833.88,2017-04-17
839,Employee_839,Engineering,Manager,42,82228.84,14,1.69,8371.62,2017-04-18
840,Employee_840,Finance,Director,36,81766.93,32,3.19,8652.95,2017-04-19
841,Employee_841,Finance,Senior,43,33283.68,30,1.66,6028.46,2017-04-20
842,Employee_842,Operations,Manager,49,71262.61,34,,7275.36,2017-04-21
843,Employee_843,Sales,Manager,35,70221.74,16,2.27,1151.56,2017-04-22
844,Employee_844,Marketing,VP,48,,27,1.88,5881.26,2017-04-23
845,Employee_845,Marketing,VP,62,81674.56,18,3.06,6669.66,2017-04-24
846,Employee_846,Operations,Junior,61,69047.78,22,1.41,2007.13,2017-04-25
847,Employee_847,HR,Director,49,73197.51,31,4.01,8801.55,2017-04-26
848,Employee_848,Sales,Junior,47,95467.71,39,4.62,1949.97,2017-04-27
849,Employee_849,Operations,VP,23,71308.31,12,,3134.77,2017-04-28
850,Employee_850,Sales,Senior,46,61036.09,19,3.13,6205.57,2017-04-29
851,Employee_851,Sales,VP,24,69485.96,34,4.44,6383.5,2017-04-30
852,Employee_852,Sales,Director,29,93813.92,4,3.78,6993.85,2017-05-01
853,Employee_853,Operations,VP,54,84923.3,8,1.04,1120.12,2017-05-02
854,Employee_854,Marketing,Director,63,75885.36,28,2.58,8494.64,2017-05-03
855,Employee_855,Marketing,Director,56,78830.79,5,4.4,5328.47,2017-05-04
856,Employee_856,Sales,Director,27,63805.15,24,2.38,4713.22,2017-05-05
857,Employee_857,HR,Director,60,71121.01,30,1.14,9810.98,2017-05-06
858,Employee_858,Engineering,Director,44,61733.91,21,3.98,7403.78,2017-05-07
859,Employee_859,Operations,Senior,46,69104.41,1,4.21,1180.06,2017-05-08
860,Employee_860,Engineering,Junior,64,101923.57,4,1.64,7565.39,2017-05-09
861,Employee_861,HR,Manager,40,53442.56,26,3.15,952.49,2017-05-10
862,Employee_862,Operations,Junior,26,61225.65,24,1.77,274.71,2017-05-11
863,Employee_863,Sales,Director,32,49914.02,7,3.88,4036.26,2017-05-12
864,Employee_864,Marketing,Senior,33,45581.82,0,2.09,9935.78,2017-05-13
865,Employee_865,Engineering,VP,31,71264.56,19,2.26,1748.84,2017-05-14
866,Employee_866,Finance,Senior,29,62647.82,22,4.38,6726.44,2017-05-15
867,Employee_867,Finance,Director,45,110233.78,31,2.91,1733.96,2017-05-16
868,Employee_868,HR,Senior,49,69343.07,10,3.68,7247.87,2017-05-17
869,Employee_869,Sales,Senior,62,100787.94,38,2.61,5053.54,2017-05-18
870,Employee_870,Engineering,Director,57,94360.13,23,2.19,6799.72,2017-05-19
871,Employee_871,Sales,Senior,58,70820.92,10,3.5,2028.73,2017-05-20
872,Employee_872,Engineering,Manager,42,117202.71,28,1.62,7456.28,2017-05-21
873,Employee_873,HR,Manager,29,80370.68,25,2.49,9956.19,2017-05-22
874,Employee_874,HR,Senior,30,105260.19,15,1.84,6656.51,2017-05-23
875,Employee_875,Finance,VP,36,102931.94,34,3.78,4934.8,2017-05-24
876,Employee_876,Sales,Director,61,83292.96,19,4.78,9231.74,2017-05-25
877,Employee_877,Operations,Manager,39,90022.62,2,4.98,158.52,2017-05-26
878,Employee_878,Finance,VP,63,87481.43,0,2.8,7299.24,2017-05-27
879,Employee_879,Sales,Senior,41,52114.77,0,2.01,8887.47,2017-05-28
880,Employee_880,Finance,VP,27,76145.81,16,2.77,616.75,2017-05-29
881,Employee_881,Operations,Junior,33,96484.94,1,4.39,4500.64,2017-05-30
882,Employee_882,Marketing,Manager,23,105523.73,28,1.82,2047.19,2017-05-31
883,Employee_883,Marketing,Senior,28,60587.21,19,4.81,5665.18,2017-06-01
884,Employee_884,Marketing,Director,37,85576.63,5,2.37,6495.43,2017-06-02
885,Employee_885,Marketing,Senior,24,78017.4,7,4.94,3026.23,2017-06-03
886,Employee_886,Engineering,Director,24,72642.52,28,,4599.82,2017-06-04
887,Employee_887,Marketing,Senior,48,82120.05,32,4.23,2793.39,2017-06-05
888,Employee_888,Operations,VP,64,79359.95,2,2.27,3693.91,2017-06-06
889,Employee_889,HR,VP,61,85828.15,34,1.04,1595.4,2017-06-07
890,Employee_890,HR,VP,59,103834.34,4,2.53,8855.59,2017-06-08
891,Employee_891,Engineering,Junior,54,90682.55,26,2.21,100.1,2017-06-09
892,Employee_892,Marketing,Director,49,81211.83,11,1.15,8824.09,2017-06-10
893,Employee_893,Marketing,VP,22,112292.5,19,3.02,5716.79,2017-06-11
894,Employee_894,Marketing,Junior,29,97198.59,19,2.61,3316.58,2017-06-12
895,Employee_895,Finance,Director,58,73152.03,8,3.54,7230.57,2017-06-13
896,Employee_896,Sales,Senior,53,50657.59,38,3.48,5077.52,2017-06-14
897,Employee_897,Finance,Junior,64,55243.39,3,1.48,4991.09,2017-06-15
898,Employee_898,Sales,Manager,58,93664.65,18,4.91,1101.42,2017-06-16
899,Employee_899,Marketing,Junior,25,62393.75,37,1.75,3895.16,2017-06-17
900,Employee_900,Marketing,Junior,51,54838.89,26,2.78,2410.64,2017-06-18
901,Employee_901,Finance,Director,27,59838.29,12,2.95,156.96,2017-06-19
902,Employee_902,Finance,Senior,40,61252.31,12,4.25,3601.0,2017-06-20
903,Employee_903,Sales,Manager,53,92012.95,21,1.4,898.22,2017-06-21
904,Employee_904,HR,VP,30,71865.16,27,2.71,2568.3,2017-06-22
905,Employee_905,Sales,VP,33,47552.51,21,3.51,925.17,2017-06-23
906,Employee_906,Finance,Junior,32,75620.9,18,1.86,1009.42,2017-06-24
907,Employee_907,Operations,Director,37,79445.32,7,3.51,1990.11,2017-06-25
908,Employee_908,Finance,Director,22,65413.26,7,4.69,9998.49,2017-06-26
909,Employee_909,Operations,VP,42,98117.7,25,4.99,21.84,2017-06-27
910,Employee_910,Engineering,Manager,51,66581.22,25,1.13,6386.73,2017-06-28
911,Employee_911,Finance,Senior,34,97166.75,22,1.94,1412.44,2017-06-29
912,Employee_912,Engineering,Manager,55,86935.66,12,2.24,9206.28,2017-06-30
913,Employee_913,HR,Senior,25,93532.11,27,2.6,936.33,2017-07-01
914,Employee_914,Sales,VP,49,53028.98,8,1.97,9550.63,2017-07-02
915,Employee_915,Operations,Senior,59,76966.2,19,1.81,6109.26,2017-07-03
916,Employee_916,Sales,Director,52,73943.44,18,4.82,12.68,2017-07-04
917,Employee_917,Engineering,Junior,48,46559.87,38,4.67,8940.07,2017-07-05
918,Employee_918,Operations,Junior,26,97101.21,11,1.19,5217.12,2017-07-06
919,Employee_919,Sales,VP,46,58651.98,14,2.36,2626.7,2017-07-07
920,Employee_920,Finance,Director,24,62808.64,30,2.62,7672.79,2017-07-08
921,Employee_921,Marketing,Manager,54,,13,1.96,9266.66,2017-07-09
922,Employee_922,Engineering,Director,25,89023.73,10,3.52,4836.91,2017-07-10
923,Employee_923,Sales,Junior,46,44481.41,25,3.56,3155.53,2017-07-11
924,Employee_924,Engineering,Junior,41,87357.5,26,4.4,7889.45,2017-07-12
925,Employee_925,Engineering,Director,55,95890.28,10,3.96,6817.85,2017-07-13
926,Employee_926,Operations,Director,47,85743.57,37,3.17,8887.52,2017-07-14
927,Employee_927,Operations,Junior,26,89252.57,33,3.61,6925.14,2017-07-15
928,Employee_928,Marketing,Manager,56,90190.93,18,2.1,2435.28,2017-07-16
929,Employee_929,Finance,VP,49,56011.51,5,3.37,9316.59,2017-07-17
930,Employee_930,Engineering,VP,50,103694.7,37,2.96,1048.36,2017-07-18
931,Employee_931,Sales,Director,30,65798.47,27,1.53,2679.43,2017-07-19
932,Employee_932,HR,VP,59,,0,1.97,5201.95,2017-07-20
933,Employee_933,Engineering,Junior,27,68347.25,34,2.17,5657.42,2017-07-21
934,Employee_934,Engineering,Junior,40,84830.84,39,4.7,153.11,2017-07-22
935,Employee_935,Marketing,Director,32,64239.26,7,1.92,7805.73,2017-07-23
936,Employee_936,Finance,Director,23,76338.31,6,,3616.07,2017-07-24
937,Employee_937,HR,Director,30,50293.12,10,2.48,4064.19,2017-07-25
938,Employee_938,Operations,Manager,42,98293.3,38,3.65,8093.7,2017-07-26
939,Employee_939,Operations,VP,45,88414.82,3,1.47,3792.83,2017-07-27
940,Employee_940,Sales,Director,55,69154.8,24,4.82,472.25,2017-07-28
941,Employee_941,HR,Senior,43,65617.02,11,4.46,1764.4,2017-07-29
942,Employee_942,Operations,Senior,24,87892.56,25,3.31,9559.03,2017-07-30
943,Employee_943,Sales,Junior,33,60854.13,37,3.7,704.05,2017-07-31
944,Employee_944,Finance,VP,49,77507.31,11,1.07,3549.31,2017-08-01
945,Employee_945,Sales,Director,51,98227.98,36,2.36,5031.79,2017-08-02
946,Employee_946,Operations,Senior,47,58774.86,23,4.18,4932.81,2017-08-03
947,Employee_947,Marketing,VP,42,82372.02,15,1.31,39.6,2017-08-04
948,Employee_948,Marketing,Junior,49,81314.51,12,2.13,5011.63,2017-08-05
949,Employee_949,Marketing,Manager,47,73053.26,24,3.34,3837.72,2017-08-06
950,Employee_950,Operations,VP,54,64924.21,3,2.03,9720.79,2017-08-07
951,Employee_951,Marketing,VP,42,99295.94,10,4.74,1591.59,2017-08-08
952,Employee_952,HR,Manager,56,63048.63,31,1.52,3541.54,2017-08-09
953,Employee_953,Finance,VP,55,38759.22,6,4.19,4194.81,2017-08-10
954,Employee_954,Sales,Junior,62,87810.67,10,3.03,3906.94,2017-08-11
955,Employee_955,Sales,Junior,39,50973.93,27,4.0,6658.31,2017-08-12
956,Employee_956,Operations,Manager,32,88837.62,22,2.24,2155.13,2017-08-13
957,Employee_957,Marketing,Director,44,101698.06,22,3.06,2210.72,2017-08-14
958,Employee_958,Marketing,Senior,43,87595.0,27,4.43,7292.11,2017-08-15
959,Employee_959,Engineering,Director,38,96428.23,25,2.87,5002.91,2017-08-16
960,Employee_960,Finance,VP,26,115400.98,24,2.44,4151.56,2017-08-17
961,Employee_961,HR,Senior,32,94335.21,28,3.14,1692.03,2017-08-18
962,Employee_962,Sales,Manager,51,81611.47,18,3.87,1875.27,2017-08-19
963,Employee_963,Engineering,Manager,36,107678.96,32,2.77,105.52,2017-08-20
964,Employee_964,Engineering,Senior,48,110095.51,35,4.76,914.26,2017-08-21
965,Employee_965,Operations,Junior,56,110375.44,13,2.18,5568.39,2017-08-22
966,Employee_966,Sales,Senior,54,65157.13,13,2.9,8918.73,2017-08-23
967,Employee_967,Operations,VP,41,47919.63,34,4.03,2871.65,2017-08-24
968,Employee_968,HR,Junior,37,63936.16,29,3.76,3277.47,2017-08-25
969,Employee_969,Engineering,Manager,55,89072.83,27,4.45,1156.06,2017-08-26
970,Employee_970,Engineering,Senior,23,78183.18,16,4.99,3886.31,2017-08-27
971,Employee_971,Finance,Director,56,70870.38,2,2.71,372.22,2017-08-28
972,Employee_972,HR,Director,61,86209.63,15,1.44,9176.01,2017-08-29
973,Employee_973,Engineering,VP,49,45583.9,29,1.12,6731.11,2017-08-30
974,Employee_974,HR,Director,60,77823.39,28,3.91,9907.49,2017-08-31
975,Employee_975,Sales,Senior,27,97369.15,14,4.5,8828.23,2017-09-01
976,Employee_976,Marketing,Senior,30,85986.31,24,1.88,4729.91,2017-09-02
977,Employee_977,Engineering,Director,41,88836.2,37,1.63,5196.85,2017-09-03
978,Employee_978,Finance,Senior,22,,37,1.25,1905.76,2017-09-04
979,Employee_979,Sales,VP,29,73677.13,22,4.29,4620.39,2017-09-05
980,Employee_980,HR,Junior,44,61938.17,24,2.25,9030.28,2017-09-06
981,Employee_981,Operations,VP,24,98790.3,6,,508.53,2017-09-07
982,Employee_982,Sales,VP,25,98422.41,21,3.01,8635.57,2017-09-08
983,Employee_983,Engineering,Senior,46,86165.83,16,4.36,3409.48,2017-09-09
984,Employee_984,HR,Junior,59,71792.58,17,3.6,8995.13,2017-09-10
985,Employee_985,Marketing,Senior,36,75027.59,9,3.46,9408.8,2017-09-11
986,Employee_986,Sales,Manager,42,49464.54,9,,6708.65,2017-09-12
987,Employee_987,Engineering,Senior,56,97258.93,6,3.05,6644.24,2017-09-13
988,Employee_988,Finance,Senior,35,96553.03,37,3.86,4527.54,2017-09-14
989,Employee_989,Operations,Senior,57,48766.34,26,,8355.4,2017-09-15
990,Employee_990,HR,Junior,33,92352.64,32,1.81,9616.13,2017-09-16
991,Employee_991,Sales,Senior,38,83082.03,0,1.04,7750.82,2017-09-17
992,Employee_992,Sales,Junior,60,54560.52,33,1.3,6219.37,2017-09-18
993,Employee_993,Marketing,Director,30,50880.0,3,2.5,6067.93,2017-09-19
994,Employee_994,Marketing,Manager,56,82469.87,16,4.28,8494.7,2017-09-20
995,Employee_995,Finance,Junior,34,67045.92,3,,5412.04,2017-09-21
996,Employee_996,Operations,Director,36,111398.98,25,2.83,8038.6,2017-09-22
997,Employee_997,Finance,Junior,39,94051.97,3,2.32,5088.85,2017-09-23
998,Employee_998,Engineering,Junior,54,84473.86,0,1.21,624.44,2017-09-24
999,Employee_999,Engineering,Manager,27,85461.58,6,2.8,3839.47,2017-09-25
1000,Employee_1000,Finance,VP,48,101617.34,29,2.02,4444.41,2017-09-26
